xvalue,counts
1,423
2,146
3,92
4,26
5,31
6,8
7,8
8,18
9,45
10,1
11,13
12,5
13,4
14,1
15,6
17,24
18,2
19,22
21,18
22,21
23,5
24,2
25,2
26,2
28,2
29,2
31,3
33,4
36,4
39,8
40,2
41,2
44,8
46,2
49,1
50,12
55,6
56,2
58,59
59,2
65,2
71,2
73,4
74,2
79,6
91,1
92,6
94,2
96,2
103,2
106,2
107,4
108,1
109,2
110,2
111,5
113,2
117,2
121,1
124,1
126,8
127,2
128,4
132,2
136,2
137,2
144,2
147,42
148,2
166,2
212,2
215,1
