xvalue,counts
1,334
2,33
3,35
4,3
5,19
6,10
7,15
8,9
9,10
10,11
11,2
12,4
14,7
15,8
17,3
18,1
19,19
20,6
22,16
23,9
24,6
28,2
29,2
30,4
32,5
36,2
39,2
40,3
42,19
43,1
45,2
47,2
49,6
51,4
52,8
53,5
54,2
55,5
56,7
57,7
58,1
59,9
60,8
61,8
62,4
63,4
64,2
65,47
66,1
67,4
68,4
69,2
70,8
71,2
74,8
75,6
77,14
78,3
79,8
80,2
81,13
82,12
84,2
85,2
93,3
98,4
100,4
103,2
106,10
109,2
119,2
132,1
138,2
139,2
150,2
156,2
